RPM
66;
70.00;
69.00;
69.00;
68.00;
68.00;
67.00;
67.00;
66.00;
66.00;
65.00;
65.00;

63.00;


62.00;

62.00;


61.00;

61.00;


60.00;

60.00;


59.00;

59.00;

58.00;


58.00;

57.00;


57.00;

56.00;

55.00;


55.00;
